"Station
Code",Monitoring Location,State,Temperature Min,Temperature Max,Dissolved Oxygen Min,Dissolved Oxygen Max,pH Min,pH Max,Conductivity Min,Conductivity Max,BOD Min,BOD Max,Nitrate Min,Nitrate Max,Fecal Coliform Min,Fecal Coliform Max,Total Coliform Min,Total Coliform Max,Fecal Streptococci Min,Fecal Streptococci Max
1370,"RIVER KSHIPRA AT TRIVENISANGAM (1 KM. D/S OF
SANGAM), M.P.","MADHYA
PRADESH",22,27,7,7.6,7.4,7.9,333,1039,2.4,6,0.32,1.94,2,1600,210,1600,2,6
1468,"RIVER KSHIPRA AT SIDDHAWAT (D/S) OF UJJAIN., M.P.","MADHYA
PRADESH",22,27,6.8,7.6,7.3,8,493,1254,8,12,0.93,3.47,920,1600,1600,1600,10,25
3315,"RIVER KSHIPRA AT GAUGHAT, UJJAIN","MADHYA
PRADESH",22,26,7,7.5,7.1,7.9,370,1041,2.4,8,0.32,2.24,2,1600,280,1600,2,6
3316,"RIVER KSHIPRA AT U/S OF MAHIDPUR CITY, UJJAIN","MADHYA
PRADESH",23,29,6.8,8,7.5,8.2,388,1068,1.4,3.6,0.32,1,2,6,46,1600,2,2
3317,"RIVER KSHIPRA AT W/S INTAKE POINT OF DEWAS,
UJJAIN","MADHYA
PRADESH",22,26,7.1,7.6,7.4,8,288,585,1.8,2,0.63,0.98,2,4,47,49,2,2
2724,"RIVER SUSWA AT MATHURAWALA, DEHRADUN",UTTARAKHAND,15,24,1.4,4,6.8,7.8,321,601,20,34,0.33,0.53,1400,28000,1600,160000,540,16000
2734,"RIVER BHELLA U/S OF KASHIPUR,US NAGAR",UTTARAKHAND,13,30,5.6,7.7,7.2,7.8,181,316,2,3,0.35,0.83,130,540,170,920,46,210
2735,"RIVER BHELLA D/S OF LOHIYA BRIDGE KASHIPUR,US
NAGAR",UTTARAKHAND,13,32,1.4,4.4,6.7,7.7,216,636,12,28,0.37,1.15,240,920,540,1600,94,350
2732,"RIVER DHELLA U/S AT KASHIPUR MORADABAD ROAD
BRIDGE,US NAGAR",UTTARAKHAND,13,34,6,7.6,6.8,7.9,236,596,2.6,3,0.34,0.82,220,920,280,1600,47,130
2733,"RIVER DHELLA D/S AT THAKURDWARA ALIGANJ
ROAD,US NAGAR",UTTARAKHAND,12,33,1.2,4.1,7,7.7,298,1254,14,38,0.39,1.29,350,1600,540,1600,70,220
30004,RIVER DHELA AT ADAMPUR,UTTARAKHAND,20.6,32,4.5,8.3,7.1,7.8,238,813,1,7.1,0.32,0.37,13000,130000,70000,490000,,
2731,"RIVER KOSI AT KASHIPUR BAJPUR ROAD
BRIDGE,KASHIPUR,US NAGAR",UTTARAKHAND,13,31,6.8,7.8,7.4,7.9,211,628,2,3.8,0.33,0.66,120,280,170,350,17,84
30002,"RIVER KOSI AT DADIYAL BRIDGE, UTTRAKHAND",UTTARAKHAND,21,30.2,6.2,8.8,7.5,7.6,295,714,1,2.8,0.32,0.9,7800,330000,13000,790000,,
2728,RIVER GOLA AT HALDWANI,UTTARAKHAND,13,23,7.4,8.8,7.3,8.2,230,280,1.4,2.4,0.32,0.4,63,170,84,210,4,13
2729,RIVER KICHHA AT KICHHA U.S. NAGAR,UTTARAKHAND,12,32,5,7,7.2,7.9,265,672,3,7.8,0,0.88,170,540,280,920,48,150
30003,RIVER KICCHA AT PULL BHATTA,UTTARAKHAND,20.2,30.9,0.3,6.2,7.6,7.9,380,1030,7.5,13,0.32,1.74,2300,170000,7900,1300000,,
2730,"RIVER PILKHAR AT BILASPUR, RAMPUR,US NAGAR",UTTARAKHAND,12,31,2.4,7.2,7.2,7.8,221,918,2,12,0.33,0.97,220,920,350,1600,79,170
30000,"RIVER PILKHAR AT RAMPUR, BHOT(U.P)","UTTAR
PRADESH",21,31.6,6.5,8.3,7.5,8,121,745,1,2.4,0.32,0.98,4500,130000,7800,490000,,
30001,"RIVER BAHELA AT BADLI VILLAGE LOHIYA BRIDGE ,
TANDA (U.P.)","UTTAR
PRADESH",20.3,31.2,0.3,8.9,6.2,7.8,217,715,1.4,145,0.32,0.37,200,1300000,780,9200000,,
2736,"RIVER NANDOUR U/S AT SITARGANJ INDUSTRIAL AREA,
US NAGAR",UTTARAKHAND,12,31,7.2,9.2,7.5,7.9,165,220,1.6,2.2,0.35,0.49,210,540,350,920,63,170
2737,"RIVER NANDOUR D/S AT SITARGANJ INDUSTRIAL AREA,
US NAGAR",UTTARAKHAND,12,32,6.9,8.6,7.4,7.9,183,336,2.4,3,0.36,0.84,350,1600,920,1700,94,920
3438,"RIVER KALYANI U/S OF PANTNAGAR INDUSRIAL AREA,
US NAGAR",UTTARAKHAND,13,30,5,7.2,7.1,7.8,322,482,2.4,3,0.34,0.55,220,920,350,1600,79,540
3439,"RIVER KALYANI D/S OF PANTNAGAR INDUSTRIAL AREA,
US NAGAR",UTTARAKHAND,12,33,1.6,4.4,6.8,7.5,396,625,12,30,0.35,1.47,540,1600,920,1700,170,540
30077,"RIVER RAMGANGA AT ROAD BRIDGE SHERKOT,
DIST.BIJNAUR (U.P.)","UTTAR
PRADESH",22,30.2,6.5,9.1,7.2,7.9,221,730,1,3.4,0.32,0.36,2,49000,2,330000,2,2
30078,"RIVER RAMGANGA AT
KALAGARHBARRAGE,KALAGARH,DIST,PAUDHIGADHWAL
(U.K.)",UTTARAKHAND,21.5,28.8,7.4,9.5,7.1,7.8,176,584,1.2,9.5,0.32,10.14,2,790000,4500,3500000,,
30077,"RIVER RAMGANGA AT ROAD BRIDGE SHERKOT,
DIST.BIJNAUR (U.P.)","UTTAR
PRADESH",22,30.2,6.5,9.1,7.2,7.9,221,730,1,3.4,0.32,0.36,2,49000,2,330000,2,2
1064,"RIVER RAMGANGA AT KANNAUJ (BEFORE CONF.), U.P","UTTAR
PRADESH",14,30,5.9,11.2,8,8.5,256,589,3.8,5.6,0,0,4300,6300,7500,13000,2,2
1065,"RIVER KALINADI NEAR GUMATIYA VILLAGE ,KANNAUJ
(BEFORE CONF.), U.P","UTTAR
PRADESH",14,30,5.4,8.7,7.4,8.2,240,496,5,6.4,0,0,4600,9800,8900,17000,2,2
1480,"RIVER KALINADI AT U/S OF GULAOTHI TOWN IN
BULANDSAHAR, U.P.","UTTAR
PRADESH",19,31,0.3,0.3,7.6,7.9,403,558,46,62,0,0,2200000,4100000,3200000,5800000,,
2497,"RIVER KALI EAST AT KHARKHODA-PARIKSHIT GARH
ROAD, VILL. KOL, MEERUT","UTTAR
PRADESH",14,21,0.3,0.3,7.5,7.7,480,940,32,56,22,32,63000,130000,94000,170000,,
2482,"RIVER VARUNA AT RAMESHWAR, VARANASI","UTTAR
PRADESH",23.5,29,7.1,8.2,8,8.4,312,480,2.8,3.8,0.6,0.96,1100,2300,1700,3300,380,840
2483,RIVER VARUNA B/C WITH GANGA AT VARANASI,"UTTAR
PRADESH",23.5,29.5,3,4.8,7.2,7.6,524,664,8.6,12.8,1.72,260,17000,22000,27000,33000,7900,17000
2502,"SHUKRA TAL GHAT (CONFLUENCE OF BANGANGA AND
SALONI RIVER), MUZAFFARNAGAR,","UTTAR
PRADESH",18,26.7,5.5,7.3,7.5,7.8,140,170,1.8,2.8,0,0,700,1100,1000,1700,,
1361,"RIVER SAI AT UNNAO AFTER DRAIN OUTFALL, U.P.","UTTAR
PRADESH",18,32,3.5,8,7.7,8.2,324,531,3,4.3,0.3,1.38,2300,4900,4700,7900,,
2484,"RIVER SAI AT JALALPUR, JAUNPUR","UTTAR
PRADESH",24,29.5,7.3,8.6,8.1,8.4,316,446,2.4,3.4,0.55,0.92,2100,5800,4600,8400,1300,3100
1072,"RIVER GOMTI AT VARANASI, RAJWARI U.P","UTTAR
PRADESH",24,29,7.2,8.6,7.9,8.4,318,484,3,4,0.56,1.34,3100,9300,7000,13000,2000,4600
1353,"RIVER GOMTI AT JAUNPUR D/S, U.P.","UTTAR
PRADESH",24,29.5,7,8,7.8,8.5,322,490,3.2,4.3,0.6,1.42,3300,14000,8400,21000,2400,8400
10095,RIVER GOMTI AT SULTANPUR U/S,"UTTAR
PRADESH",23,28,5.7,7,7.9,8.2,345,518,4,4.9,0,0.92,2700,4900,4700,12000,,
10096,RIVER GOMTI AT SULTANPUR D/S,"UTTAR
PRADESH",23,28,5.3,7.3,8,8.2,341,530,4.2,5.8,0.82,0.94,2600,7000,4900,17000,2,2
10097,RIVER GOMTI AT JAUNPUR U/S,"UTTAR
PRADESH",24,29.5,7.4,8.6,8,8.4,315,478,2.4,3.3,0.52,1.2,700,1700,1100,2400,430,700
1363,"RIVER RAPTI AFTER CONFL. OF R. HONIN NR.
DOMINGARH RLY BRIDGE, GORAKHPUR, U.P.","UTTAR
PRADESH",16,24,7.8,8.4,7.9,8.2,270,2920,2.6,8.4,0,0,8000,16000,18000,30000,,
4517,"RIVER RAPTI AT RAJGHAT, GORAKHPUR","UTTAR
PRADESH",16,26,7.4,8,7.7,8,360,3960,4.2,7.7,0,0,12000,28000,28000,44000,,
1076,"RIVER GHAGHARA NEAR CHAPRA, RIVILGANJ, MANJHI,
SARAN",BIHAR,19,33,6,9.7,7,8.2,159,361,1,2.9,0.12,0.3,1100,92000,2300,160000,,
1355,"RIVER GHAGHARA AT TURTIPAR,DEORIA D/S, U.P.","UTTAR
PRADESH",16,25,7.6,8.4,7.7,8,330,4120,2.6,4,0,0,10000,26000,22000,50000,,
2492,"RIVER GHAGHRA AT BARHALGANJ, GORAKHPUR","UTTAR
PRADESH",16,24,7.8,8.3,7.8,8.2,370,392,3.4,4.2,0,0,8000,24000,18000,38000,,
1359,"RIVER RIHAND AT RENUKUT U/S, U.P.","UTTAR
PRADESH",22,28.5,8.5,9.8,7.9,8.3,232,292,1.8,2.5,0.52,0.86,210,460,460,700,170,310
1360,"RIVER RIHAND AT RENUKUT D/S, U.P.","UTTAR
PRADESH",22,28.5,7.8,9,7.8,8.4,248,310,2.8,3.7,0.64,1.22,1300,2700,2300,3900,580,1100
1143,"RIVER TONS AT CHAKGHAT, M.P.","MADHYA
PRADESH",17.3,29.8,6.7,7.8,7.6,8.2,236,456,1.5,1.9,0.45,1.16,2,2,46,49,2,2
1144,"RIVER TONS AT MADHAVGARH, M.P.","MADHYA
PRADESH",23.4,33.2,4.1,7.5,7.5,8,461,3212,1.7,3.4,0,0,2,16,70,120,2,2
3328,"RIVER TONS AT MADHAVGARH, NEAR PHED W/S INTAKE
POINT, SATNA","MADHYA
PRADESH",22.6,33.1,4.7,7.4,7.3,7.9,647,2994,1.8,2.8,0,0,2,14,44,118,2,2
3853,"RIVER TONS AT BASAMAN MAMA TEMPLE, NEAR PURWA
FALL, TEHSIL-SEMARIYA, DIST- REWA","MADHYA
PRADESH",19.6,31.5,6.8,7.5,7.4,8.2,298,414,1.4,1.8,0.43,0.97,2,2,41,49,2,2
4609,"RIVER TONS AT M.P-U.P BOUNDARY, BEFORE MIXING
RIVER BELAN CHAKGHAT REWA","MADHYA
PRADESH",17.6,29.5,7.1,7.3,7.6,8.2,267,381,1.2,1.8,0.32,1.03,2,2,43,48,2,2
5543,"River BeeharÂ Khthuliya Intake Well Point ,Rewa","MADHYA
PRADESH",24,29.2,7.1,8,7.5,8.1,278,293,1.3,1.5,0.34,1,2,2,38,48,2,2
4611,RIVER GAMBHIR AT DAM SITE UJJAIN,"MADHYA
PRADESH",25,29,7,7.8,7.4,7.8,290,417,1.4,2,0.32,0.88,2,2,40,49,2,2
1607,"RIVER BASLI GOHAD DAM, GOHAD, M.P","MADHYA
PRADESH",19,27,7,7.8,7.1,7.7,400,752,1.4,2.1,0.47,2,4,8,22,28,,
2120,"RIVER KALIASOT NEAR ROAD BRIDGE, MANDIDEEP","MADHYA
PRADESH",17,33,6.3,7.9,7.2,7.9,312,668,2.2,3,3.48,6.48,11,63,120,430,2,2
2142,"River KALISINDH NEAR ROAD BRIDGE SARANGPUR,
RAJGARH","MADHYA
PRADESH",16,26,3.5,11.4,7.1,8.3,285,918,1,3,1.24,23.4,4,110,220,430,2,2
4621,RIVER HATHNI NANPUR FATA DAM ALIRAJPUR,"MADHYA
PRADESH",20,22,6.9,7.7,7.7,8.2,338,487,1,1.2,0.73,1.79,2,2,41,46,,
3125,"RIVER GANDAK GOPALGANJ PIPRAKOTHI ROAD BRIDGE
(DUMARIA GHAT)",BIHAR,18,31,7.1,9.8,7.3,8.2,166,308,1,2.1,0.3,0.3,2200,92000,7000,160000,,
2568,"RIVER GANDAK AT REWAGHAT, MUZAFFARPUR",BIHAR,18,31,6.6,9.5,7.3,8.2,175,309,1,2.7,0.3,0.3,2300,54000,3300,92000,,
10163,"RIVER GANDAK AT ROAD BRIDGE, U/S HAJIPUR,
VAISHALI (BORDER OF SARAN & VAISHALI)",BIHAR,18,30,7.1,9.4,7.2,8.2,173,272,1,2.4,0.3,0.3,1400,54000,2700,160000,,
10126,"RIVER GANDAK AT KONHARA GHAT, OPPOSITE
HARIHARNATH MANDIR,SONEPUR",BIHAR,17,30,7.1,8.9,7.2,8.2,170,268,1.1,2.4,0.3,0.3,1300,92000,3300,160000,,
1078,"RIVER GANDAK AT SONEPUR NEAR HARIHARNATH
TEMPLE",BIHAR,17,31,6.6,9.1,7.2,8.3,167,264,1,2.6,0.3,0.3,3300,92000,4600,160000,,
1820,"RIVER SIKRAHNA AT CHANPATIYA, NEAR CHANPATIYA
ROAD BRIDGE, WEST CHAMPARAN",BIHAR,17,36,2.1,9.9,7.1,7.7,190,677,1.5,4,0.3,0.3,1300,54000,1700,92000,,
2575,"RIVER SIKRAHNA AT LAL PARSA, BETIAH, EAST
CHAMPARAN",BIHAR,20,31,4.4,9.6,7.1,7.8,177,392,1.4,3,0.3,0.3,1700,92000,2100,160000,,
3134,"RIVER SIKRAHNA AT LAURIA, HARINAGAR ROAD BRIDGE",BIHAR,18,29,5.2,9.2,7.2,8,220,329,1,2.6,0.3,0.3,4900,24000,7900,35000,,
4291,"RIVER SIKRAHNA LAURIA-NARKATIAGANJ ROAD
BRIDGE, WEST CHAMPARAN",BIHAR,19,36,1.7,12.3,7.3,8,207,436,1.6,7,0.3,0.3,1700,92000,2700,160000,,
2562,"RIVER BURHI GANDAK AT AKHARAGHAT,
MUZAFFARPUR",BIHAR,18,32,6.5,9.2,7.3,8.1,201,456,1,2.6,0.3,0.33,2300,92000,3300,160000,,
2570,"RIVER BURHI GANDAK NEAR MAGARDAHI GHAT AT
SAMASTIPUR ROAD BRIDGE, SAMASTIPUR",BIHAR,22,38,6.5,9.8,7.2,8.5,219,402,1,2.6,0.3,0.3,3300,92000,4900,160000,,
3124,"RIVER BURHI GANDAK U/S ROAD BRIDGE NH NEAR
ZERO MILE MUZAFFARPUR",BIHAR,18,33,6.8,9.1,7.2,8,198,447,1,2.8,0.3,0.3,1300,92000,2300,160000,,
4295,"RIVER BURHI GANDAK AT KHAGARIA ROAD BRIDGE
BEFORE CONFLUENCE WITH GANGA , KHAGARIA",BIHAR,14,30,6.8,8.9,7.3,8.3,202,521,1,2.6,0.3,0.3,4900,92000,7900,160000,,
4300,"RIVER BURHI GANDAK AT LAL BAGLA GHAT, MOTIHARI
DHAKA ROAD, EAST CHAMPARAN",BIHAR,20,31,6.2,8.9,7.3,8,218,398,1,3,0.3,0.3,2300,35000,4600,92000,,
4403,"RIVER BURHI GANDAK AT BARACHAKIA, EAST
CHAMPARAN",BIHAR,20,30,7,9.2,7.5,8.1,180,415,1,2.5,0.3,0.32,2300,22000,3300,28000,,
1822,"RIVER SIRSIYA AT RAXAUL,BIRGANJ CHECK POST ROAD
BRIDGE EAST CHAMPARAN",BIHAR,14,30,0.3,3.9,7.2,7.8,249,980,3.2,9,0.3,0.3,13000,240000,22000,540000,,
3136,"RIVER SIRSIYA D/S RAXAUL (KOERIA TOLA), EAST
CHAMPARAN",BIHAR,17,30,0.3,3.7,7.2,7.8,256,987,3,8,0.3,0.3,7900,350000,17000,540000,,
2558,"RIVER HARBORA D/S AT NARKATIAGANJ, WEST
CHAMPARAN",BIHAR,16,35,0.4,10.6,7.2,7.9,264,579,1,14,0.3,0.3,1700,92000,4900,160000,,
3126,"RIVER HARBORA,U/S AT NARKATIAGANJ, WEST
CHAMPARAN",BIHAR,16,35,5.6,11.2,7.4,7.9,268,450,1,3,0.12,0.3,1300,35000,4900,92000,,
2566,RIVER KOSHI AT MADHEPURA,BIHAR,15,37,7.2,9,7.3,8.3,147,296,1,2.5,0.3,0.3,680,92000,1400,160000,,
3137,"RIVER KOSHI AT BEERPUR, SUPAUL",BIHAR,16,32,7.2,8.8,7.5,8.1,193,368,1,2.5,0.3,0.3,130,54000,230,160000,,
2565,RIVER KOSHI AT KURSHELA AT KATIHAR,BIHAR,16,29,7,9.3,7,8.4,137,236,1,2.5,0.3,0.3,1700,92000,2200,160000,,
1821,RIVER DAHA U/S RAJENDRA ROAD BRIDGE AT SIWAN,BIHAR,17,32,1.7,6.9,7.3,7.9,230,589,2.1,3.8,0.11,0.3,3300,92000,4900,160000,,
2560,"RIVER DAHA D/S AT SASAMUSA, GOPALGANJ",BIHAR,18,30,6.5,8.6,7.1,8.2,262,406,1,2.4,0.3,0.3,4900,54000,11000,92000,,
2561,"RIVER DAHA AT ITWA BRIDGE, GOPALGANJ",BIHAR,18,32,4.8,8.2,7.2,8.2,198,511,1.2,2.8,0.3,0.3,1300,92000,2300,160000,,
3129,"RIVER DAHA AT MEERGANJ NEAR BADARJHIMMI BAZAR,
GOPALGANJ",BIHAR,17,32,5.6,7.9,7.3,8.1,193,499,1.8,2.9,0.3,0.3,1300,35000,2300,54000,,
4292,"RIVER DAHA U/S SASAMUSA, GOPALGANJ",BIHAR,18,31,6.2,8.9,7.3,8.1,227,435,1,2.9,0.3,0.3,1300,54000,2300,92000,,
4397,"RIVER DAHA D/S AT RENUA, SIWAN",BIHAR,16,32,1,6.7,7.1,7.9,205,648,2.1,4.2,0.3,0.3,13000,92000,22000,160000,,
1823,"RIVER DHOS AT SAHARGHAT, MADHUBANI",BIHAR,21,30,3.5,8.5,7.1,8.3,224,332,1.3,3,0.3,0.9,7900,92000,11000,160000,,
4405,"RIVER DHOS AT MADHWAPUR, MADHUBANI",BIHAR,21,30,3,8.3,7.2,8.3,165,350,1.3,4,0.3,0.3,3300,92000,4900,160000,,
2559,"RIVER RAMREKHA AT HARINAGAR, WEST CHAMPARAN",BIHAR,15,30,0.3,6.3,6.7,7.8,283,735,2.5,8,0.3,0.3,2300,92000,3300,160000,,
3130,"RIVER RAMREKHA AT U/S HARINAGAR, WEST
CHAMPARAN",BIHAR,14,29,0.3,6.5,7.1,7.8,263,359,2.1,8,0.3,0.3,7000,92000,14000,160000,,
3132,"RIVER BAGMATI AT MUZAFFARPUR- SITAMARHI ROAD
BRIDGE, SITAMARHI",BIHAR,19,30,7.1,9.8,7.3,8.2,236,359,1,2.2,0.3,0.3,170,54000,790,92000,,
3135,"RIVER BAGMATI AT DARBHANGA, SAMASTIPUR ROAD
BRIDGE, DARBHANGA",BIHAR,21,30,5.9,9.5,7.5,8.4,168,372,1,2.9,0.3,0.3,1300,35000,2400,92000,,
2563,"RIVER MANUSMAR AT RIGA, UPHRAULIA, SITAMARHI",BIHAR,20,31,6.4,9.8,7.3,8.4,230,515,1,2.7,0.3,0.3,2300,24000,3300,54000,,
3131,"RIVER MANUSMAR U/S (RIGA), SITAMARHI",BIHAR,19,31,6.9,9.6,7.2,8.3,226,456,1,2.5,0.3,0.3,1700,24000,3300,35000,,
4402,"RIVER MANUSMAR AT PARSHURAMPUR, RIGA -BELSAND ROAD, SITAMARHI",BIHAR,19,31,7.5,8.9,7.4,8.2,336,369,1,1.9,0.3,0.3,1300,35000,3300,92000,,
2555,"RIVER PUNPUN NEAR PATNA FATUHA ROAD BRIDGE,
FATUHA",BIHAR,14,33,0.3,6.7,7,8,280,925,1.8,5,0.3,0.3,22000,92000,28000,160000,,
3119,"RIVER UNPUN NEAR PUNPUN ROAD BRIDGE, PUNPUN",BIHAR,13,29,7.5,8.6,7.5,8,230,462,1.1,2.2,0.3,0.3,7000,35000,11000,54000,,
3120,"RIVER PUNPUN AT KINJAR ROAD BRIDGE, JEHANABAD-ARWAL BORDER , JEHANABAD",BIHAR,10,31,7.3,9.5,7.5,8.4,222,365,1,2.6,0.3,0.3,450,28000,3300,92000,,
4406,"RIVER PUNPUN AT OBRA, AURANGABAD",BIHAR,13,29,7.2,8.6,7.5,8.2,198,430,1,2.1,0.3,0.3,7900,92000,11000,160000,,
4293,"RIVER KOHRA U/S RAJ GHAT, MAJHAULIA, WEST
CHAMPARAN",BIHAR,20,32,3.6,11.4,7.2,7.8,246,580,1.5,3.1,0.3,0.3,1300,92000,2200,160000,,
4294,"RIVER KOHRA D/S NEAR RAILWAY BRIDGE, MAJHAULIA,
WEST CHAMPARAN",BIHAR,20,32,0.3,9.7,7.3,8.3,252,897,1.6,20,0.3,0.3,1300,92000,3300,160000,,
4399,"RIVER HARHA AT BAGHA, LAURIYA ROAD BRIDGE",BIHAR,18,33,5.1,9.8,7.5,8.1,204,392,1,2.6,0.3,0.3,1100,54000,2100,92000,,
4400,RIVER LAKHANDEI U/S SITAMARHI AT MEHANDI NAGAR,BIHAR,19,30,5.2,9.4,7.5,8.2,240,396,1,2.2,0.3,0.3,1300,54000,2600,160000,,
4401,"RIVER LAKHANDEI D/S SITAMARHI AT PARORI ROAD
BRIDGE",BIHAR,19,30,4.1,7.1,7.5,8.1,264,461,1.5,3.5,0.3,0.3,2100,92000,7000,160000,,
4404,"RIVER GANGI AT ARA, D/S",BIHAR,18,29,1.5,6.2,7.5,8.2,169,663,2.4,8,0.3,0.3,11000,92000,14000,160000,,
1824,"RIVER PARMAR AT JOGBANI, ARARIA",BIHAR,16,34,6.4,8.5,7.3,8,210,341,1,2.6,0.3,0.3,4900,92000,7900,160000,,
2117,"RIVER BICHIA,GOVINDGARH ROAD BRIDGE ,NEAR
INTAKE POINT,REWA","MADHYA
PRADESH",21.2,29.5,6.4,7.2,7.1,8.5,258,571,1.8,2.8,0.71,1.06,2,8,63,94,2,2
1433,"RIVER SANKH AT TIGRA RESERVOIR, M.P.","MADHYA
PRADESH",15,31.1,1.6,8.7,7.2,7.7,128,620,1.1,1.8,0.4,1.2,2,6,10,24,,
1075,"RIVER SONE AT KOILWAR, NEAR MANDIR, BHOJPUR",BIHAR,15,29,7.9,8.9,7,8.1,133,254,1,2,0.3,0.3,490,7900,790,17000,,
3127,"RIVER SONE AT BAHIYARA, BHOJPUR",BIHAR,16,28,7.6,8.8,7.2,8.2,137,268,1,2,0.3,0.3,330,17000,490,28000,,
4913,RIVER SONE AT ARWAL NEAR BALUGHAT (SAHAR),BIHAR,10,32,7.5,8.9,7.3,8.2,166,394,1,2.8,0.3,0.3,130,35000,230,54000,,
3128,"RIVER SONE AT NASIRIGANJ DAM, ROHTAS",BIHAR,15,33,7.5,9.2,7.4,8.2,143,359,1,3,0.3,0.3,1300,92000,2300,160000,,
4298,"RIVER SONE AT ROAD BRIDGE-DEHRI-ON-SONE,
ROHTAS",BIHAR,10,30,7.5,8.9,7.4,8.1,137,341,1,2.1,0.3,0.3,1100,28000,1700,35000,,
2556,"RIVER SONE AT INDRAPURI DAM, DEHRI ON SONE,
ROHTAS",BIHAR,14,31,7.6,9.5,7.5,8.1,126,302,1,2.5,0.3,0.3,1300,17000,2300,28000,,
4407,"RIVER SONE AT WATER INTAKE POINT BHARTIYA RAIL
BIJALI CO. LTD (BRBCL) NAVINAGAR, AURANGABAD",BIHAR,13,33,7.5,8.5,7.3,8.1,144,225,1,2.6,0.3,0.3,780,35000,2300,92000,,
3121,"RIVER SONE AT BANJARI NEAR BANJARI NEAR SUN
TEMPLE KALYANPUR, ROHTAS",BIHAR,15,30,7,9.2,7.4,8.1,127,318,1,2.1,0.3,0.3,790,35000,1300,92000,,
30081,"RIVER SONE AT ROAD BRIDGE CHOPAN,DIST-SONEBHADRA (U.P.)","UTTAR
PRADESH",21,27.2,7,10.7,7.3,8.3,200,358,1,1,0.32,0.32,2,17000,2,33000,2,2
30082,"RIVER SONE UPSTREAM TOWARDS DEORA, DIST-SINGRAULI (M. P.)","MADHYA
PRADESH",21.5,27.3,7.4,10.9,7.3,8,254,324,1,2.3,0.32,0.32,2,4500,2,7800,2,2
4604,"RIVER RIVER SONE AT VILLAGE- KHAIRPUR,(KUDHERI)
M.P- U.P.BOUNDARY, DISTT SIDHI","MADHYA
PRADESH",19.6,29.1,7,7.5,7.7,7.9,290,372,1.3,1.5,0.5,0.95,2,2,41,46,2,2
3834,"RIVER SONE AT CHITAWAL NEAR ROAD BRIDGE
CHITRANGI, DIST
SINGROULI","MADHYA
PRADESH",24,27.3,5.8,8.9,7.5,8.4,265,680,1.6,7,0,3.99,2,2,50,78,,
3836,"RIVER SONE ON KACHAN DAM NEAR IMILYA NORTH
COAL MINES VILL MAJHOULI, DIST SINGROULI","MADHYA
PRADESH",25,28.2,5.5,7.1,7.5,7.5,255,306,1.1,1.9,0,0,,,,,,
3851,"RIVER SONE NEAR BHANVARSEN ROAD BRIDGE AFTER
CONFLUENCE OF BANAS RIVER, DIST SIDHI","MADHYA
PRADESH",18.5,29.5,7.3,7.9,7.7,7.9,302,332,1.2,1.6,0.44,0.64,2,2,46,70,2,2
3329,"RIVER SONE AT CHURHAT,DISTT.SIDHI","MADHYA
PRADESH",18.6,31.1,7,7.6,7.8,8,208,326,1,1.8,0.45,0.83,2,18,43,49,2,2
3852,"BANSAGAR CANAL AT SON RIVER, WATER SAMPLE AT
BAGHWAR VILLAGE, NEAR TOL PLAZA, DIST SIDHI","MADHYA
PRADESH",20,29.3,7.1,7.8,7.6,8,226,388,1.1,1.6,0.37,0.95,2,2,34,58,2,2
1612,"RIVER SONE AT DEVLOAD OUT LET OF BANSAGAR DAM,
M.P","MADHYA
PRADESH",23.4,30.5,6.7,8.1,7.2,7.9,189,378,1,1.5,0.32,1.12,2,2,3,50,2,2
1371,"RIVER SONE AT AMLAI, M.P.","MADHYA
PRADESH",23.5,30.4,6.6,8.1,7,8.4,205,413,1,1.8,0.32,1.3,2,2,27,73,2,2
3846,"RIVER SONE AT JARWAHI NEAR ROAD BRIDGE,
SHAHDOL","MADHYA
PRADESH",23.4,30.5,6.7,9.2,7.2,8.2,206,2164,1,1.8,0.32,0.44,2,2,31,70,2,2
3327,"RIVER SONE AT BHATURAGHAT NEAR ROAD BRIDGE,
AMLAI","MADHYA
PRADESH",23.4,30.4,6.6,7.6,6.9,8.3,204,515,1.2,1.6,0.38,1.05,2,2,41,73,2,2
1142,"RIVER SONE AT CHACHAI, M.P.","MADHYA
PRADESH",23.4,30.4,6.7,8.2,7.3,8.2,203,426,1,1.7,0.32,14.82,2,2,27,84,2,2
1610,"RIVER SONE AT ORIGIN AMARKANTAK, M.P","MADHYA
PRADESH",23.4,29.5,6.6,7.8,6.5,8,136,197,1,1.2,0.32,0.32,2,2,2,6,2,2
3835,"GOPAD AT NIGARI, SARAI DIST, SINGROULI","MADHYA
PRADESH",25,26,7,7.1,7.5,7.6,240,250,1.8,1.9,0,0,,,,,,
1611,"RIVER JOHILA NEAR NAROJABAD NEAR UMARIA ROAD
BRIDGE, M.P","MADHYA
PRADESH",23.5,30.5,6.7,8.1,7.2,8.1,189,447,1,1.6,0.32,0.5,2,2,27,73,2,2
2116,RIVER BEEHAR D/S NEAR FOREST OFFICE,"MADHYA
PRADESH",21.6,30.9,6.5,7.6,7.5,8.3,269,388,1.4,2,0.53,1.15,2,2,43,49,2,2
1608,"RIVER SINDH AT DABRA, M.P","MADHYA
PRADESH",18,24,7,8,7.1,7.7,300,540,1.4,1.8,0.3,1.3,2,6,14,36,,
